ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /6.67,Q. 2 /6.67,Q. 3 /6.67
21215887.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,11.00,2.78,3.10,5.12
28707630.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,3.43,1.61,1.77,0.05
28708160.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,7.76,0.43,1.80,5.53
21221977.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,9.92,1.07,3.48,5.37
28709428.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,9.10,0.66,3.22,5.22
28634278.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,3.65,2.63,1.02,-
28705425.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,6.07,1.93,0.17,3.98
21213030.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,8.53,0.33,3.45,4.75
28706765.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,7.80,1.55,2.53,3.72
3803944.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,2.64,0.66,1.11,0.88
21200572.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,7.81,0.33,2.36,5.12
28707404.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,7.57,1.74,2.26,3.57
3700291.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,89.0,7.21,1.37,1.45,4.39
28706128.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,4.91,0.99,2.88,1.05
28705068.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,89.0,8.70,1.32,2.01,5.37
28711501.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,5.13,1.55,1.62,1.96
28711710.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,3.48,0.33,1.58,1.57
28600470.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,3.83,0.00,1.24,2.58
28626896.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,5.91,1.40,1.67,2.84
28705959.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,8.19,1.99,1.67,4.52
28706827.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,8.90,2.06,2.96,3.88
28707917.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,9.38,1.65,2.67,5.06
28631974.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,89.0,5.43,1.20,1.23,3.00
28711811.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,89.0,10.07,1.96,2.53,5.58
3804605.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,10.31,4.05,0.68,5.58
28720888.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,2.53,0.28,1.22,1.03
28618109.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,4.51,1.65,2.87,-
28710621.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,8.36,0.99,1.56,5.81
3802503.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,89.0,10.66,2.32,3.23,5.12
21208501.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,7.50,2.29,0.05,5.17
28711733.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,89.0,9.61,2.44,2.42,4.75
28709878.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,89.0,8.67,0.00,3.09,5.58
3804052.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,89.0,6.47,0.00,1.85,4.62
3803110.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,4.91,1.17,1.47,2.27
28707889.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,9.35,0.99,3.07,5.29
3808150.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,2.93,1.48,1.45,-
28604542.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,7.18,0.26,1.38,5.53
28709630.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,7.40,1.61,2.50,3.29
28707696.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,7.99,0.13,2.90,4.96
28613143.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,90.0,7.12,0.92,3.31,2.89
3702933.0,Finished,5 January 2023  2:03 PM,5 January 2023  3:33 PM,89.0,8.02,1.98,2.95,3.10
3700119.0,Finished,5 January 2023  2:04 PM,5 January 2023  3:34 PM,90.0,4.23,2.30,0.74,1.19
21213350.0,Finished,5 January 2023  2:04 PM,5 January 2023  3:33 PM,89.0,9.32,2.29,1.87,5.17
21212724.0,Finished,5 January 2023  2:04 PM,5 January 2023  3:34 PM,90.0,9.25,2.53,2.94,3.77
3802649.0,Finished,5 January 2023  2:04 PM,5 January 2023  3:34 PM,90.0,8.17,2.21,1.54,4.43
