ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.43,Q. 2 /2.14,Q. 3 /5.36,Q. 4 /1.43,Q. 5 /1.07,Q. 6 /1.07,Q. 7 /3.21,Q. 8 /3.21,Q. 9 /1.07
28610484.0,Finished,18 novembre 2021  6:05 ,18 novembre 2021  7:18 ,72.0,20.00,1.43,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
28600748.0,Finished,18 novembre 2021  6:00 ,18 novembre 2021  6:44 ,44.12,16.70,0.71,2.14,4.91,0.71,0.71,0.71,2.86,3.21,0.71
3671406.0,Finished,18 novembre 2021  6:02 ,18 novembre 2021  6:50 ,47.8,18.93,1.07,2.14,5.36,1.43,1.07,0.71,2.86,3.21,1.07
3601270.0,Finished,19 novembre 2021  11:04 ,19 novembre 2021  12:14 ,70.0,19.42,1.43,2.14,5.13,1.43,0.71,1.07,3.21,3.21,1.07
28610319.0,Finished,17 novembre 2021  10:46 ,17 novembre 2021  11:27 ,40.65,20.00,1.43,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
3808688.0,Finished,17 novembre 2021  10:48 ,17 novembre 2021  11:39 ,50.67,19.42,1.43,2.14,5.13,1.43,1.07,1.07,3.21,3.21,0.71
28601465.0,Finished,17 novembre 2021  10:50 ,17 novembre 2021  11:35 ,45.25,20.00,1.43,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
3702933.0,Finished,15 novembre 2021  4:09 ,15 novembre 2021  4:56 ,47.03,19.06,1.43,2.14,5.13,1.43,1.07,0.36,3.21,3.21,1.07
28600163.0,Finished,17 novembre 2021  10:47 ,17 novembre 2021  11:45 ,57.88,19.06,1.07,2.14,5.13,1.43,1.07,0.71,3.21,3.21,1.07
28608499.0,Finished,15 novembre 2021  4:02 ,15 novembre 2021  4:55 ,52.17,17.99,1.07,2.14,5.13,1.07,1.07,0.71,2.50,3.21,1.07
28607963.0,Finished,17 novembre 2021  10:45 ,17 novembre 2021  11:45 ,59.93,19.42,1.43,2.14,5.13,1.43,1.07,1.07,2.86,3.21,1.07
3804630.0,Finished,16 novembre 2021  4:08 ,16 novembre 2021  5:18 ,69.0,19.29,1.07,2.14,5.36,1.43,1.07,0.71,3.21,3.21,1.07
28600291.0,Finished,19 novembre 2021  10:58 ,19 novembre 2021  11:42 ,43.9,19.78,1.43,2.14,5.13,1.43,1.07,1.07,3.21,3.21,1.07
3803479.0,Finished,16 novembre 2021  4:08 ,16 novembre 2021  5:05 ,56.52,17.90,1.07,2.14,4.69,1.07,1.07,0.71,2.86,3.21,1.07
3801962.0,Finished,16 novembre 2021  4:00 ,16 novembre 2021  4:46 ,46.13,19.42,1.43,2.14,5.13,1.43,1.07,0.71,3.21,3.21,1.07
28603394.0,Finished,15 novembre 2021  4:00 ,15 novembre 2021  4:39 ,39.5,18.57,1.07,2.14,5.36,1.43,1.07,0.36,2.86,3.21,1.07
28610497.0,Finished,15 novembre 2021  3:55 ,15 novembre 2021  4:58 ,62.0,14.55,1.07,2.14,4.91,0.00,0.71,0.71,2.14,2.14,0.71
28600211.0,Finished,15 novembre 2021  4:02 ,15 novembre 2021  4:55 ,53.0,18.71,1.07,2.14,5.13,1.43,1.07,1.07,2.50,3.21,1.07
21115204.0,Finished,15 novembre 2021  3:55 ,15 novembre 2021  4:42 ,46.47,15.98,1.07,2.14,4.91,0.00,0.00,1.07,3.21,3.21,0.36
3677063.0,Finished,17 novembre 2021  11:42 ,17 novembre 2021  11:55 ,13.08,17.96,1.07,1.98,4.91,1.07,1.07,1.07,2.86,3.21,0.71
21112734.0,Finished,15 novembre 2021  4:04 ,15 novembre 2021  4:58 ,54.02,19.29,1.07,2.14,5.36,1.43,1.07,0.71,3.21,3.21,1.07
3803162.0,Finished,16 novembre 2021  4:08 ,16 novembre 2021  5:18 ,69.0,19.29,1.07,2.14,5.36,1.43,1.07,0.71,3.21,3.21,1.07
28602627.0,Finished,16 novembre 2021  4:00 ,16 novembre 2021  4:46 ,45.55,18.35,0.36,2.14,5.13,1.43,1.07,0.71,3.21,3.21,1.07
3804195.0,Finished,15 novembre 2021  3:55 ,15 novembre 2021  4:47 ,52.18,19.29,1.43,2.14,5.36,1.43,1.07,0.71,2.86,3.21,1.07
3802503.0,Finished,15 novembre 2021  4:00 ,15 novembre 2021  4:58 ,58.18,13.94,1.07,1.98,4.46,0.00,0.00,0.36,2.86,2.86,0.36
28720090.0,Finished,18 novembre 2021  6:05 ,18 novembre 2021  6:53 ,48.07,19.29,1.07,2.14,5.36,1.43,1.07,0.71,3.21,3.21,1.07
3677161.0,Finished,16 novembre 2021  4:08 ,16 novembre 2021  4:48 ,40.7,18.93,1.43,2.14,5.36,1.07,1.07,0.71,2.86,3.21,1.07
28607538.0,Finished,16 novembre 2021  4:01 ,16 novembre 2021  4:47 ,45.72,19.42,1.43,2.14,5.13,1.43,1.07,0.71,3.21,3.21,1.07
21109700.0,Finished,16 novembre 2021  4:34 ,16 novembre 2021  5:14 ,40.85,18.71,1.43,2.14,5.13,1.07,1.07,0.36,3.21,3.21,1.07
28610199.0,Finished,15 novembre 2021  3:55 ,15 novembre 2021  4:36 ,41.5,20.00,1.43,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
3407716.0,Finished,16 novembre 2021  4:04 ,16 novembre 2021  4:33 ,29.02,18.93,1.07,2.14,5.36,1.43,1.07,0.36,3.21,3.21,1.07
3674474.0,Finished,15 novembre 2021  4:01 ,15 novembre 2021  5:10 ,69.0,16.53,1.07,1.98,4.91,0.71,0.36,0.71,2.86,2.86,1.07
28604190.0,Finished,16 novembre 2021  4:01 ,16 novembre 2021  4:47 ,46.05,18.35,1.07,2.14,5.13,0.71,1.07,0.71,3.21,3.21,1.07
21113747.0,Finished,15 novembre 2021  3:57 ,15 novembre 2021  4:38 ,41.05,18.35,1.07,2.14,5.13,1.43,1.07,0.00,3.21,3.21,1.07
3800028.0,Finished,15 novembre 2021  4:05 ,15 novembre 2021  4:55 ,50.25,19.29,1.07,2.14,5.36,1.43,1.07,1.07,2.86,3.21,1.07
28607117.0,Finished,15 novembre 2021  3:59 ,15 novembre 2021  4:55 ,56.5,20.00,1.43,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
28600653.0,Finished,16 novembre 2021  4:06 ,16 novembre 2021  4:53 ,47.7,19.64,1.43,2.14,5.36,1.43,1.07,1.07,2.86,3.21,1.07
28610514.0,Finished,17 novembre 2021  10:48 ,17 novembre 2021  11:39 ,50.5,16.92,1.43,2.14,5.13,0.71,0.00,0.71,3.21,2.86,0.71
28620112.0,Finished,18 novembre 2021  6:05 ,18 novembre 2021  6:43 ,38.78,16.92,1.07,2.14,5.13,0.71,0.71,0.71,2.50,3.21,0.71
28602386.0,Finished,18 novembre 2021  6:05 ,18 novembre 2021  6:30 ,24.73,18.93,1.07,2.14,5.36,1.07,1.07,0.71,3.21,3.21,1.07
3700630.0,Finished,15 novembre 2021  4:00 ,15 novembre 2021  5:17 ,76.0,17.99,1.07,2.14,5.13,1.43,1.07,0.36,2.86,2.86,1.07
28600492.0,Finished,15 novembre 2021  4:00 ,15 novembre 2021  4:31 ,30.7,19.29,1.07,2.14,5.36,1.43,1.07,0.71,3.21,3.21,1.07
28605022.0,Finished,17 novembre 2021  10:47 ,17 novembre 2021  11:30 ,43.28,18.71,1.43,2.14,5.13,0.71,1.07,1.07,3.21,3.21,0.71
3702996.0,Finished,17 novembre 2021  10:47 ,17 novembre 2021  11:33 ,46.05,18.71,1.43,2.14,5.13,1.07,1.07,1.07,2.86,2.86,1.07
28506638.0,Finished,17 novembre 2021  10:47 ,17 novembre 2021  11:50 ,62.0,18.35,1.43,2.14,5.13,1.43,0.00,0.71,3.21,3.21,1.07
28604304.0,Finished,15 novembre 2021  4:08 ,15 novembre 2021  4:45 ,36.85,18.62,1.07,2.14,4.69,1.43,0.71,1.07,3.21,3.21,1.07
28608396.0,Finished,16 novembre 2021  4:08 ,16 novembre 2021  5:27 ,78.0,20.00,1.43,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
3708782.0,Finished,16 novembre 2021  4:01 ,16 novembre 2021  4:50 ,48.7,19.29,1.07,2.14,5.36,1.43,1.07,0.71,3.21,3.21,1.07
28610117.0,Finished,18 novembre 2021  6:06 ,18 novembre 2021  7:14 ,68.0,19.06,1.43,2.14,5.13,0.71,1.07,1.07,3.21,3.21,1.07
28601953.0,Finished,18 novembre 2021  6:04 ,18 novembre 2021  6:51 ,47.55,19.42,1.43,2.14,5.13,1.43,1.07,1.07,3.21,2.86,1.07
3701883.0,Finished,15 novembre 2021  4:04 ,15 novembre 2021  5:00 ,56.82,19.29,1.07,2.14,5.36,1.43,1.07,0.71,3.21,3.21,1.07
21116436.0,Finished,15 novembre 2021  3:57 ,15 novembre 2021  4:47 ,50.7,18.95,1.43,1.32,5.13,1.43,1.07,1.07,3.21,3.21,1.07
28601301.0,Finished,15 novembre 2021  4:05 ,15 novembre 2021  4:51 ,45.53,18.57,1.07,2.14,5.36,1.43,0.36,0.71,3.21,3.21,1.07
21114731.0,Finished,16 novembre 2021  4:16 ,16 novembre 2021  5:08 ,52.7,18.71,1.07,2.14,5.13,1.43,1.07,0.71,2.86,3.21,1.07
28600559.0,Finished,15 novembre 2021  4:05 ,15 novembre 2021  5:01 ,55.33,18.84,1.07,2.14,4.91,1.43,1.07,0.71,3.21,3.21,1.07
28610130.0,Finished,16 novembre 2021  4:08 ,16 novembre 2021  5:18 ,69.0,19.29,1.43,2.14,5.36,0.71,1.07,1.07,3.21,3.21,1.07
28717594.0,Finished,18 novembre 2021  6:02 ,18 novembre 2021  6:42 ,39.62,19.29,1.07,2.14,5.36,1.43,1.07,0.71,3.21,3.21,1.07
28614924.0,Finished,16 novembre 2021  4:08 ,16 novembre 2021  5:28 ,80.0,20.00,1.43,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
3800162.0,Finished,16 novembre 2021  4:08 ,16 novembre 2021  4:55 ,47.22,19.42,1.07,2.14,5.13,1.43,1.07,1.07,3.21,3.21,1.07
21109170.0,Finished,16 novembre 2021  4:07 ,16 novembre 2021  5:52 ,105.0,1.07,1.07,-,-,-,-,-,-,-,-
3709743.0,Finished,15 novembre 2021  3:55 ,15 novembre 2021  4:38 ,43.43,19.42,1.07,2.14,5.13,1.43,1.07,1.07,3.21,3.21,1.07
21100776.0,Finished,16 novembre 2021  4:02 ,16 novembre 2021  4:50 ,47.12,17.99,1.07,2.14,5.13,1.43,1.07,0.36,2.50,3.21,1.07
28610667.0,Finished,15 novembre 2021  4:01 ,15 novembre 2021  5:00 ,58.47,18.97,1.43,2.14,4.69,1.43,1.07,0.71,3.21,3.21,1.07
28610190.0,Finished,17 novembre 2021  10:51 ,17 novembre 2021  11:48 ,57.28,19.55,1.43,2.14,4.91,1.43,1.07,1.07,3.21,3.21,1.07
3810768.0,Finished,15 novembre 2021  4:01 ,15 novembre 2021  5:02 ,60.0,18.21,1.43,2.14,5.36,1.43,0.00,0.36,3.21,3.21,1.07
3812676.0,Finished,18 novembre 2021  6:09 ,18 novembre 2021  7:10 ,61.0,19.64,1.07,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
28607223.0,Finished,15 novembre 2021  4:01 ,15 novembre 2021  4:47 ,46.63,18.93,1.07,2.14,5.36,1.43,1.07,0.36,3.21,3.21,1.07
28620155.0,Finished,17 novembre 2021  10:48 ,17 novembre 2021  11:48 ,60.0,19.42,1.43,2.14,5.13,1.43,1.07,0.71,3.21,3.21,1.07
3415756.0,Finished,16 novembre 2021  4:07 ,16 novembre 2021  5:00 ,53.1,17.83,1.07,1.98,5.13,1.43,0.71,0.36,3.21,2.86,1.07
28605064.0,Finished,17 novembre 2021  10:47 ,17 novembre 2021  11:38 ,50.83,20.00,1.43,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
28617603.0,Finished,15 novembre 2021  4:01 ,15 novembre 2021  5:13 ,71.0,19.64,1.43,2.14,5.36,1.43,1.07,1.07,2.86,3.21,1.07
28600712.0,Finished,16 novembre 2021  4:02 ,16 novembre 2021  4:41 ,39.32,19.29,1.07,2.14,5.36,1.43,1.07,0.71,3.21,3.21,1.07
28610328.0,Finished,18 novembre 2021  6:04 ,18 novembre 2021  7:17 ,73.0,19.64,1.43,2.14,5.36,1.43,1.07,0.71,3.21,3.21,1.07
28717871.0,Finished,15 novembre 2021  3:55 ,15 novembre 2021  4:47 ,52.27,19.64,1.07,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
28601343.0,Finished,18 novembre 2021  6:02 ,18 novembre 2021  6:50 ,48.0,18.71,1.07,2.14,5.13,1.43,0.71,1.07,2.86,3.21,1.07
3603679.0,Finished,17 novembre 2021  10:51 ,17 novembre 2021  11:56 ,65.0,19.29,1.43,2.14,5.36,1.43,1.07,1.07,2.50,3.21,1.07
3800646.0,Finished,15 novembre 2021  4:07 ,15 novembre 2021  4:55 ,47.7,18.90,1.07,1.98,5.13,1.43,1.07,0.71,3.21,3.21,1.07
28603036.0,Finished,17 novembre 2021  10:49 ,17 novembre 2021  11:31 ,42.35,18.71,1.07,2.14,5.13,1.07,1.07,0.71,3.21,3.21,1.07
