ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /2.50,Q. 2 /5.00,Q. 3 /1.00,Q. 4 /0.50,Q. 5 /3.00,Q. 6 /0.50,Q. 7 /0.75,Q. 8 /2.00,Q. 9 /1.00,Q. 10 /1.00,Q. 11 /0.25,Q. 12 /1.25,Q. 13 /1.25
3802135.0,Finished,6 November 2020  3:58 PM,6 November 2020  5:08 PM,69.0,20.00,2.50,5.00,1.00,0.50,3.00,0.50,0.75,2.00,1.00,1.00,0.25,1.25,1.25
3803619.0,Finished,2 November 2020  3:59 PM,2 November 2020  5:45 PM,105.0,14.75,2.50,5.00,0.25,0.25,3.00,0.00,0.25,1.25,0.75,0.00,0.25,0.75,0.50
3802009.0,Finished,6 November 2020  4:21 PM,6 November 2020  5:15 PM,54.82,20.00,2.50,5.00,1.00,0.50,3.00,0.50,0.75,2.00,1.00,1.00,0.25,1.25,1.25
3804139.0,Finished,6 November 2020  4:37 PM,6 November 2020  6:19 PM,102.0,19.17,2.50,5.00,1.00,0.50,3.00,0.50,0.75,1.67,1.00,1.00,0.00,1.25,1.00
3800432.0,Finished,2 November 2020  5:24 PM,2 November 2020  7:09 PM,104.0,15.62,2.35,5.00,0.50,0.50,2.77,0.50,0.25,1.50,0.75,0.00,0.25,0.75,0.50
3876256.0,Finished,6 November 2020  3:59 PM,6 November 2020  4:12 PM,13.27,19.42,2.50,5.00,0.75,0.50,3.00,0.50,0.75,1.67,1.00,1.00,0.25,1.25,1.25
28502318.0,Finished,4 November 2020  11:01 AM,4 November 2020  12:46 PM,104.0,18.67,2.50,5.00,1.00,0.50,3.00,0.25,-,1.67,1.00,1.00,0.25,1.25,1.25
3702388.0,Finished,4 November 2020  11:02 AM,4 November 2020  12:43 PM,100.0,15.53,2.06,4.76,1.00,0.50,2.54,0.50,0.25,1.67,0.75,0.00,0.00,0.75,0.75
3802651.0,Finished,6 November 2020  11:01 AM,6 November 2020  12:25 PM,83.0,20.00,2.50,5.00,1.00,0.50,3.00,0.50,0.75,2.00,1.00,1.00,0.25,1.25,1.25
3416871.0,Finished,4 November 2020  11:02 AM,4 November 2020  12:26 PM,84.0,16.69,2.50,5.00,0.75,0.50,2.77,0.00,0.25,1.67,0.75,0.50,0.25,1.00,0.75
3671634.0,Finished,6 November 2020  4:31 PM,6 November 2020  5:10 PM,38.57,19.77,2.50,5.00,1.00,0.50,2.77,0.50,0.75,2.00,1.00,1.00,0.25,1.25,1.25
3700108.0,Finished,6 November 2020  4:14 PM,6 November 2020  5:17 PM,62.0,12.60,2.06,4.05,0.75,0.00,2.08,0.50,0.00,1.67,0.75,0.00,0.25,0.00,0.50
3410283.0,Finished,6 November 2020  3:39 PM,6 November 2020  4:48 PM,68.0,18.81,2.06,5.00,0.75,0.50,3.00,0.50,0.75,2.00,0.75,1.00,0.25,1.25,1.00
3802501.0,Finished,5 November 2020  7:36 PM,5 November 2020  9:10 PM,93.0,19.08,2.50,5.00,1.00,0.50,3.00,0.50,0.75,1.33,1.00,1.00,0.25,1.25,1.00
3803112.0,Finished,6 November 2020  4:10 PM,6 November 2020  5:43 PM,93.0,19.67,2.50,5.00,1.00,0.50,3.00,0.50,0.75,1.67,1.00,1.00,0.25,1.25,1.25
28710978.0,Finished,2 November 2020  4:03 PM,2 November 2020  5:48 PM,104.0,18.10,2.35,5.00,0.75,0.25,3.00,0.50,0.75,1.75,0.75,0.50,0.25,1.25,1.00
3701404.0,Finished,5 November 2020  11:44 PM,6 November 2020  12:30 AM,46.28,18.27,2.35,5.00,0.75,0.50,3.00,0.50,0.50,1.67,1.00,1.00,0.25,1.00,0.75
3700144.0,Finished,2 November 2020  4:17 PM,2 November 2020  6:01 PM,104.0,16.50,2.50,5.00,0.50,0.50,3.00,0.50,0.75,0.75,0.75,0.50,0.00,1.00,0.75
3804929.0,Finished,6 November 2020  4:05 PM,6 November 2020  5:40 PM,95.0,18.52,2.35,5.00,0.50,0.50,3.00,0.50,0.75,1.67,1.00,1.00,0.00,1.25,1.00
3802734.0,Finished,4 November 2020  11:01 AM,4 November 2020  12:22 PM,80.0,17.52,2.35,5.00,1.00,0.50,3.00,0.50,0.25,1.67,0.75,0.50,0.00,1.25,0.75
3208353.0,Finished,6 November 2020  4:15 PM,6 November 2020  5:13 PM,57.28,19.75,2.50,5.00,1.00,0.50,3.00,0.50,0.75,2.00,0.75,1.00,0.25,1.25,1.25
3710439.0,Finished,4 November 2020  11:01 AM,4 November 2020  12:43 PM,101.0,18.37,2.50,5.00,0.75,0.50,2.54,0.50,0.75,1.33,0.75,1.00,0.25,1.25,1.25
3670543.0,Finished,5 November 2020  4:26 PM,5 November 2020  5:46 PM,80.0,11.97,1.91,4.29,0.75,0.50,2.77,0.25,0.25,-,-,-,0.00,0.50,0.75
3806311.0,Finished,6 November 2020  3:56 PM,6 November 2020  5:21 PM,85.0,19.67,2.50,5.00,1.00,0.50,3.00,0.50,0.75,1.67,1.00,1.00,0.25,1.25,1.25
3710493.0,Finished,6 November 2020  3:20 PM,6 November 2020  4:47 PM,87.0,15.62,2.21,5.00,0.75,0.00,3.00,0.50,0.50,1.67,0.50,1.00,0.00,0.25,0.25
3671340.0,Finished,6 November 2020  11:05 AM,6 November 2020  12:28 PM,82.0,20.00,2.50,5.00,1.00,0.50,3.00,0.50,0.75,2.00,1.00,1.00,0.25,1.25,1.25
28717430.0,Finished,5 November 2020  11:50 AM,5 November 2020  1:20 PM,90.0,17.83,2.50,5.00,0.50,0.50,3.00,0.50,0.75,1.33,1.00,1.00,0.00,0.75,1.00
3677177.0,Finished,6 November 2020  2:56 PM,6 November 2020  3:55 PM,58.95,14.48,2.06,3.57,0.50,0.50,2.77,0.25,0.25,1.33,1.00,1.00,0.00,0.50,0.75
3670574.0,Finished,5 November 2020  9:37 PM,5 November 2020  10:57 PM,80.0,16.88,1.91,4.76,0.75,0.50,2.54,0.25,0.75,1.67,0.75,0.50,0.25,1.25,1.00
28616068.0,Finished,6 November 2020  2:30 PM,6 November 2020  3:54 PM,84.0,19.75,2.50,5.00,1.00,0.50,3.00,0.50,0.75,2.00,1.00,1.00,0.00,1.25,1.25
3670795.0,Finished,6 November 2020  10:25 AM,6 November 2020  10:45 AM,19.68,19.18,2.50,4.76,1.00,0.50,3.00,0.50,0.75,1.67,0.75,1.00,0.25,1.25,1.25
3801935.0,Finished,6 November 2020  4:07 PM,6 November 2020  5:23 PM,75.0,19.02,2.35,5.00,0.50,0.50,3.00,0.50,0.75,1.67,1.00,1.00,0.25,1.25,1.25
3680559.0,Finished,6 November 2020  4:01 PM,6 November 2020  5:21 PM,80.0,18.27,2.35,5.00,1.00,0.25,3.00,0.50,0.75,1.67,0.75,0.50,0.25,1.25,1.00
3677063.0,Finished,6 November 2020  3:31 PM,6 November 2020  3:40 PM,8.72,19.03,2.35,4.76,1.00,0.50,3.00,0.50,0.75,1.67,0.75,1.00,0.25,1.25,1.25
3672216.0,Finished,6 November 2020  3:46 PM,6 November 2020  3:55 PM,9.22,19.42,2.50,5.00,1.00,0.50,3.00,0.50,0.75,1.67,0.75,1.00,0.25,1.25,1.25
3971113.0,Finished,6 November 2020  11:14 AM,6 November 2020  12:40 PM,86.0,19.42,2.50,5.00,1.00,0.50,3.00,0.50,0.75,1.67,1.00,1.00,0.00,1.25,1.25
28616582.0,Finished,6 November 2020  2:14 AM,6 November 2020  3:51 AM,97.0,18.58,2.50,5.00,1.00,0.50,3.00,0.50,0.75,1.33,1.00,1.00,0.25,1.00,0.75
