ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /5.45,Q. 2 /5.45,Q. 3 /9.09
21200527.0,Finished,10 October 2022  12:57 PM,10 October 2022  1:30 PM,33.45,18.18,5.45,5.45,7.27
28708645.0,Finished,11 October 2022  9:06 AM,11 October 2022  10:08 AM,61.0,16.97,5.45,5.45,6.06
28707195.0,Finished,11 October 2022  10:52 AM,11 October 2022  11:42 AM,50.53,20.00,5.45,5.45,9.09
28707798.0,Finished,11 October 2022  10:21 PM,11 October 2022  11:11 PM,49.72,17.58,5.45,5.45,6.67
28630611.0,Finished,12 October 2022  12:55 PM,12 October 2022  1:22 PM,26.73,16.73,5.45,2.18,9.09
28631029.0,Finished,12 October 2022  3:30 PM,12 October 2022  4:11 PM,41.65,18.40,5.06,5.45,7.88
21200809.0,Finished,12 October 2022  3:30 PM,12 October 2022  3:42 PM,12.48,18.79,5.45,5.45,7.88
28710401.0,Finished,12 October 2022  3:44 PM,12 October 2022  4:00 PM,16.12,18.79,5.45,5.45,7.88
28713149.0,Finished,12 October 2022  4:00 PM,12 October 2022  5:08 PM,67.0,20.00,5.45,5.45,9.09
28709878.0,Finished,12 October 2022  5:22 PM,12 October 2022  6:19 PM,57.35,20.00,5.45,5.45,9.09
28616341.0,Finished,13 October 2022  11:38 AM,13 October 2022  1:06 PM,88.0,13.70,5.45,2.18,6.06
28711664.0,Finished,13 October 2022  3:10 PM,13 October 2022  3:40 PM,30.75,20.00,5.45,5.45,9.09
28711626.0,Finished,13 October 2022  3:10 PM,13 October 2022  3:40 PM,30.65,20.00,5.45,5.45,9.09
28707917.0,Finished,13 October 2022  3:22 PM,13 October 2022  4:12 PM,49.93,17.79,5.06,5.45,7.27
28706128.0,Finished,13 October 2022  3:41 PM,13 October 2022  4:38 PM,56.8,20.00,5.45,5.45,9.09
28700380.0,Finished,13 October 2022  3:44 PM,13 October 2022  4:38 PM,53.65,20.00,5.45,5.45,9.09
28701368.0,Finished,13 October 2022  3:44 PM,13 October 2022  4:38 PM,53.65,20.00,5.45,5.45,9.09
28624266.0,Finished,13 October 2022  3:45 PM,13 October 2022  4:38 PM,52.72,20.00,5.45,5.45,9.09
28706456.0,Finished,13 October 2022  3:45 PM,13 October 2022  4:38 PM,52.85,18.18,5.45,5.45,7.27
28738728.0,Finished,13 October 2022  8:36 PM,13 October 2022  9:17 PM,40.63,17.82,5.45,3.27,9.09
