State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /3.33,Q. 2 /8.67,Q. 3 /8.00
Finished,9 November 2020  1:31 AM,9 November 2020  1:46 AM,14 mins 29 secs,20.00,3.33,8.67,8.00
Finished,3 November 2020  5:52 PM,3 November 2020  6:26 PM,34 mins 17 secs,20.00,3.33,8.67,8.00
Finished,9 November 2020  6:05 AM,9 November 2020  6:15 AM,9 mins 26 secs,19.33,3.33,8.00,8.00
Finished,9 November 2020  12:12 AM,9 November 2020  1:27 AM,1 hour 15 mins,20.00,3.33,8.67,8.00
Finished,3 November 2020  4:32 PM,3 November 2020  5:01 PM,28 mins 50 secs,20.00,3.33,8.67,8.00
Finished,9 November 2020  1:03 AM,9 November 2020  1:19 AM,16 mins 26 secs,20.00,3.33,8.67,8.00
Finished,8 November 2020  11:33 PM,9 November 2020  12:55 AM,1 hour 22 mins,18.67,3.33,7.33,8.00
Finished,9 November 2020  1:52 AM,9 November 2020  2:11 AM,19 mins 3 secs,19.33,2.67,8.67,8.00
Finished,8 November 2020  5:43 PM,8 November 2020  5:49 PM,5 mins 51 secs,20.00,3.33,8.67,8.00
Finished,8 November 2020  4:15 PM,8 November 2020  4:40 PM,25 mins 7 secs,20.00,3.33,8.67,8.00
Finished,8 November 2020  11:03 PM,8 November 2020  11:07 PM,3 mins 40 secs,19.33,3.33,8.67,7.33
Finished,8 November 2020  4:15 PM,8 November 2020  4:40 PM,24 mins 57 secs,20.00,3.33,8.67,8.00
Finished,9 November 2020  9:47 AM,9 November 2020  10:11 AM,23 mins 22 secs,20.00,3.33,8.67,8.00
Finished,9 November 2020  12:22 AM,9 November 2020  1:00 AM,37 mins 42 secs,20.00,3.33,8.67,8.00
Finished,8 November 2020  11:02 PM,8 November 2020  11:06 PM,4 mins 24 secs,20.00,3.33,8.67,8.00
Finished,8 November 2020  8:56 AM,8 November 2020  9:51 AM,54 mins 57 secs,20.00,3.33,8.67,8.00
Finished,8 November 2020  7:48 PM,8 November 2020  7:57 PM,8 mins 47 secs,19.33,3.33,8.67,7.33
Finished,8 November 2020  4:38 PM,8 November 2020  4:48 PM,10 mins 27 secs,20.00,3.33,8.67,8.00
Finished,9 November 2020  1:32 AM,9 November 2020  3:08 AM,1 hour 35 mins,19.33,2.67,8.67,8.00
Finished,9 November 2020  2:08 AM,9 November 2020  2:46 AM,37 mins 36 secs,20.00,3.33,8.67,8.00
Finished,9 November 2020  9:08 AM,9 November 2020  9:35 AM,26 mins 10 secs,20.00,3.33,8.67,8.00
Finished,8 November 2020  12:17 AM,8 November 2020  12:27 AM,9 mins 47 secs,20.00,3.33,8.67,8.00
Finished,7 November 2020  10:28 PM,7 November 2020  10:31 PM,3 mins 7 secs,20.00,3.33,8.67,8.00
Finished,9 November 2020  12:37 AM,9 November 2020  1:23 AM,45 mins 37 secs,12.00,3.33,5.33,3.33
Finished,8 November 2020  6:59 PM,8 November 2020  7:08 PM,8 mins 4 secs,20.00,3.33,8.67,8.00
Finished,8 November 2020  8:59 PM,8 November 2020  9:44 PM,44 mins 31 secs,20.00,3.33,8.67,8.00
Finished,9 November 2020  8:44 AM,9 November 2020  9:36 AM,52 mins 15 secs,13.33,3.33,4.67,5.33
Finished,9 November 2020  9:05 AM,9 November 2020  10:08 AM,1 hour 2 mins,19.33,3.33,8.00,8.00
Finished,8 November 2020  6:33 PM,8 November 2020  7:36 PM,1 hour 2 mins,20.00,3.33,8.67,8.00
Finished,8 November 2020  7:43 PM,8 November 2020  7:58 PM,15 mins 2 secs,20.00,3.33,8.67,8.00
Finished,8 November 2020  11:32 PM,9 November 2020  12:21 AM,49 mins 9 secs,20.00,3.33,8.67,8.00
Finished,3 November 2020  2:21 PM,3 November 2020  2:40 PM,19 mins 7 secs,20.00,3.33,8.67,8.00
Finished,8 November 2020  7:14 PM,8 November 2020  7:18 PM,4 mins 9 secs,20.00,3.33,8.67,8.00
Finished,8 November 2020  8:13 PM,8 November 2020  8:22 PM,9 mins 48 secs,20.00,3.33,8.67,8.00
Finished,9 November 2020  1:34 AM,9 November 2020  2:04 AM,29 mins 56 secs,20.00,3.33,8.67,8.00
Finished,9 November 2020  1:41 AM,9 November 2020  2:09 AM,28 mins 39 secs,20.00,3.33,8.67,8.00
