ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /20.00
21200527.0,Finished,14 November 2022  12:53 PM,14 November 2022  1:50 PM,57.35,9.38,9.38
3804183.0,Finished,14 November 2022  12:56 PM,14 November 2022  1:47 PM,50.52,20.00,20.00
28617316.0,Finished,14 November 2022  12:56 PM,14 November 2022  1:47 PM,50.47,19.38,19.38
28738728.0,Finished,14 November 2022  7:21 PM,14 November 2022  7:46 PM,25.12,13.75,13.75
28708645.0,Finished,15 November 2022  8:37 AM,15 November 2022  9:26 AM,48.52,13.13,13.13
28707195.0,Finished,15 November 2022  11:08 AM,15 November 2022  11:58 AM,49.32,10.00,10.00
3808150.0,Finished,15 November 2022  3:15 PM,15 November 2022  5:02 PM,106.0,15.63,15.63
28705948.0,Finished,15 November 2022  3:59 PM,15 November 2022  4:19 PM,20.0,12.50,12.50
28708934.0,Finished,15 November 2022  9:46 PM,15 November 2022  10:59 PM,72.0,13.13,13.13
28707917.0,Finished,15 November 2022  9:50 PM,15 November 2022  10:57 PM,67.0,12.50,12.50
28706128.0,Finished,16 November 2022  10:29 AM,16 November 2022  10:37 AM,7.95,0.00,-
3804605.0,Finished,16 November 2022  11:29 AM,16 November 2022  12:23 PM,53.92,20.00,20.00
28630611.0,Finished,16 November 2022  1:50 PM,16 November 2022  2:08 PM,18.07,20.00,20.00
28706052.0,Finished,16 November 2022  1:59 PM,16 November 2022  3:18 PM,79.0,15.63,15.63
28620133.0,Finished,16 November 2022  2:08 PM,16 November 2022  2:12 PM,3.98,20.00,20.00
28631029.0,Finished,16 November 2022  2:23 PM,16 November 2022  4:23 PM,120.0,14.38,14.38
28710401.0,Finished,16 November 2022  2:23 PM,16 November 2022  3:25 PM,62.0,13.75,13.75
28708160.0,Finished,16 November 2022  3:58 PM,16 November 2022  5:58 PM,120.0,0.00,-
28711733.0,Finished,16 November 2022  5:30 PM,16 November 2022  6:44 PM,74.0,13.13,13.13
28706563.0,Finished,16 November 2022  5:32 PM,16 November 2022  6:24 PM,51.93,12.50,12.50
