State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /20.00
Finished,24 October 2022  6:12 PM,24 October 2022  8:12 PM,120.0,18.00,18.00
Finished,24 October 2022  8:23 PM,24 October 2022  8:40 PM,16.57,14.00,14.00
Finished,25 October 2022  9:13 AM,25 October 2022  9:37 AM,23.88,13.33,13.33
Finished,25 October 2022  10:23 AM,25 October 2022  10:55 AM,31.52,20.00,20.00
Finished,25 October 2022  3:11 PM,25 October 2022  4:13 PM,62.0,20.00,20.00
Finished,25 October 2022  3:11 PM,25 October 2022  4:13 PM,62.0,20.00,20.00
Finished,25 October 2022  4:20 PM,25 October 2022  6:20 PM,120.0,0.00,-
Finished,25 October 2022  5:36 PM,25 October 2022  5:51 PM,14.78,18.00,18.00
Finished,25 October 2022  9:24 PM,25 October 2022  9:45 PM,21.32,20.00,20.00
Finished,26 October 2022  4:49 PM,26 October 2022  5:32 PM,43.07,20.00,20.00
Finished,26 October 2022  5:35 PM,26 October 2022  5:45 PM,9.93,20.00,20.00
Finished,26 October 2022  5:55 PM,26 October 2022  6:44 PM,49.13,16.00,16.00
Finished,26 October 2022  9:24 PM,26 October 2022  9:45 PM,20.97,20.00,20.00
Finished,26 October 2022  10:22 PM,26 October 2022  10:35 PM,13.4,20.00,20.00
Finished,27 October 2022  1:42 PM,27 October 2022  2:17 PM,35.43,20.00,20.00
Finished,27 October 2022  2:45 PM,27 October 2022  3:11 PM,26.15,19.33,19.33
Finished,27 October 2022  2:45 PM,27 October 2022  3:11 PM,26.15,19.33,19.33
Finished,27 October 2022  2:46 PM,27 October 2022  3:18 PM,31.68,20.00,20.00
Finished,27 October 2022  2:46 PM,27 October 2022  3:15 PM,28.82,20.00,20.00
Finished,27 October 2022  2:49 PM,27 October 2022  4:49 PM,120.0,19.33,19.33
Finished,27 October 2022  2:49 PM,27 October 2022  3:18 PM,28.63,20.00,20.00
Finished,27 October 2022  2:50 PM,27 October 2022  3:18 PM,27.55,20.00,20.00
Finished,27 October 2022  7:30 PM,27 October 2022  7:54 PM,24.6,20.00,20.00
Finished,27 October 2022  7:30 PM,27 October 2022  8:27 PM,56.95,20.00,20.00
Finished,27 October 2022  7:30 PM,27 October 2022  7:55 PM,25.53,20.00,20.00
Finished,27 October 2022  8:09 PM,27 October 2022  8:48 PM,38.88,20.00,20.00
Finished,28 October 2022  9:18 AM,28 October 2022  10:13 AM,54.78,14.67,14.67
Finished,28 October 2022  9:23 AM,28 October 2022  10:16 AM,53.32,20.00,20.00
Finished,28 October 2022  12:42 PM,28 October 2022  1:21 PM,38.7,18.00,18.00
Finished,28 October 2022  2:52 PM,28 October 2022  3:18 PM,26.07,16.67,16.67
Finished,28 October 2022  3:05 PM,28 October 2022  3:29 PM,24.75,19.33,19.33
Finished,28 October 2022  3:20 PM,28 October 2022  3:41 PM,20.23,20.00,20.00
Finished,28 October 2022  4:05 PM,28 October 2022  4:46 PM,41.38,20.00,20.00
Finished,28 October 2022  5:16 PM,28 October 2022  5:52 PM,36.23,20.00,20.00
Finished,28 October 2022  5:47 PM,28 October 2022  6:05 PM,17.22,15.33,15.33
Finished,28 October 2022  5:55 PM,28 October 2022  6:19 PM,23.72,20.00,20.00
Finished,28 October 2022  6:20 PM,28 October 2022  7:23 PM,62.0,12.67,12.67
Finished,28 October 2022  6:25 PM,28 October 2022  6:48 PM,22.78,20.00,20.00
Finished,28 October 2022  6:27 PM,28 October 2022  7:18 PM,50.88,20.00,20.00
Finished,28 October 2022  6:52 PM,28 October 2022  7:04 PM,12.73,20.00,20.00
Finished,28 October 2022  7:11 PM,28 October 2022  7:46 PM,34.67,17.33,17.33
Finished,28 October 2022  7:11 PM,28 October 2022  7:40 PM,29.32,12.67,12.67
Finished,28 October 2022  7:46 PM,28 October 2022  8:24 PM,38.67,20.00,20.00
Finished,28 October 2022  8:09 PM,28 October 2022  8:55 PM,46.67,20.00,20.00
Finished,28 October 2022  8:27 PM,28 October 2022  8:57 PM,29.87,20.00,20.00
Finished,28 October 2022  9:30 PM,28 October 2022  10:01 PM,30.5,20.00,20.00
Finished,28 October 2022  10:03 PM,28 October 2022  11:48 PM,104.0,20.00,20.00
Finished,28 October 2022  10:25 PM,28 October 2022  10:44 PM,19.53,10.67,10.67
Finished,28 October 2022  10:28 PM,28 October 2022  11:36 PM,67.0,16.00,16.00
Finished,28 October 2022  11:19 PM,29 October 2022  12:12 AM,53.08,18.00,18.00
Finished,28 October 2022  11:20 PM,29 October 2022  12:09 AM,49.48,18.00,18.00
Finished,28 October 2022  11:20 PM,29 October 2022  1:20 AM,120.0,18.00,18.00
Finished,28 October 2022  11:46 PM,28 October 2022  11:57 PM,11.12,20.00,20.00
Finished,29 October 2022  2:04 AM,29 October 2022  2:25 AM,20.8,19.33,19.33
Finished,29 October 2022  2:05 AM,29 October 2022  2:30 AM,25.0,20.00,20.00
Finished,29 October 2022  9:02 AM,29 October 2022  9:42 AM,40.07,20.00,20.00
Finished,29 October 2022  9:09 AM,29 October 2022  10:33 AM,84.0,20.00,20.00
Finished,29 October 2022  9:42 AM,29 October 2022  10:27 AM,45.0,20.00,20.00
Finished,29 October 2022  10:01 AM,29 October 2022  10:29 AM,27.05,19.33,19.33
Finished,29 October 2022  10:06 AM,29 October 2022  10:20 AM,13.78,20.00,20.00
Finished,29 October 2022  10:06 AM,29 October 2022  10:19 AM,13.22,16.67,16.67
Finished,29 October 2022  10:08 AM,29 October 2022  10:30 AM,22.07,20.00,20.00
Finished,29 October 2022  10:10 AM,29 October 2022  11:11 AM,61.0,18.67,18.67
Finished,29 October 2022  11:00 AM,29 October 2022  11:27 AM,27.4,20.00,20.00
Finished,29 October 2022  11:00 AM,29 October 2022  11:52 AM,52.35,20.00,20.00
Finished,29 October 2022  11:18 AM,29 October 2022  12:02 PM,44.33,20.00,20.00
Finished,29 October 2022  11:18 AM,29 October 2022  12:03 PM,44.5,20.00,20.00
Finished,29 October 2022  11:27 AM,29 October 2022  11:44 AM,17.0,20.00,20.00
Finished,29 October 2022  11:40 AM,29 October 2022  12:44 PM,64.0,20.00,20.00
Finished,29 October 2022  11:40 AM,29 October 2022  12:21 PM,40.68,18.67,18.67
Finished,29 October 2022  11:58 AM,29 October 2022  12:49 PM,50.97,20.00,20.00
Finished,29 October 2022  12:01 PM,29 October 2022  1:59 PM,118.0,17.33,17.33
Finished,29 October 2022  12:04 PM,29 October 2022  1:45 PM,100.0,17.33,17.33
Finished,29 October 2022  12:09 PM,29 October 2022  12:40 PM,30.85,16.67,16.67
Finished,29 October 2022  12:10 PM,29 October 2022  1:51 PM,101.0,15.33,15.33
Finished,29 October 2022  12:21 PM,29 October 2022  12:47 PM,26.15,16.00,16.00
Finished,29 October 2022  12:26 PM,29 October 2022  1:00 PM,33.22,16.00,16.00
Finished,29 October 2022  12:39 PM,29 October 2022  12:43 PM,3.37,20.00,20.00
Finished,29 October 2022  12:43 PM,29 October 2022  12:53 PM,9.52,19.33,19.33
Finished,29 October 2022  12:47 PM,29 October 2022  1:11 PM,24.13,20.00,20.00
Finished,29 October 2022  12:50 PM,29 October 2022  1:07 PM,17.37,18.00,18.00
Finished,29 October 2022  12:51 PM,29 October 2022  1:13 PM,22.35,17.33,17.33
Finished,29 October 2022  12:54 PM,29 October 2022  1:10 PM,16.42,16.00,16.00
Finished,29 October 2022  12:54 PM,29 October 2022  1:11 PM,17.15,18.67,18.67
Finished,29 October 2022  12:58 PM,29 October 2022  2:42 PM,103.0,20.00,20.00
