ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /6.67,Q. 2 /6.67,Q. 3 /6.67
3812573.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,9.22,6.53,1.44,1.26
28610484.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,10.72,6.32,3.33,1.08
28606227.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,7.71,5.68,0.94,1.08
21113025.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,10.61,6.46,2.90,1.26
21110432.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,6.85,3.58,2.74,0.54
28606489.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,7.08,5.61,1.46,-
28600748.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,89.0,9.93,6.53,2.68,0.72
3671406.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,6.26,3.02,1.08,2.16
28602178.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,9.27,6.11,2.62,0.54
3601270.0,Finished,7 janvier 2022  3:46 ,7 janvier 2022  5:45 ,119.0,4.15,2.53,-,1.62
28710546.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,8.86,5.75,2.03,1.08
28610319.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,9.21,6.32,2.89,-
3808688.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,9.07,6.32,1.68,1.08
3804270.0,Finished,7 janvier 2022  3:45 ,7 janvier 2022  5:44 ,119.0,11.52,6.60,3.67,1.26
28609148.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,89.0,7.95,4.49,2.56,0.90
3803860.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,6.82,5.40,0.34,1.08
28626848.0,Finished,7 janvier 2022  2:07 ,7 janvier 2022  3:31 ,83.0,7.78,5.82,0.88,1.08
28601465.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,9.22,5.26,2.87,1.08
28609336.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,8.56,4.98,2.68,0.90
28600163.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,10.38,6.60,2.52,1.26
28608499.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,7.98,4.63,2.63,0.72
21115553.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,12.22,6.39,5.12,0.72
28600786.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,6.84,4.21,0.46,2.16
3700196.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,6.26,4.21,0.97,1.08
21112712.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,9.03,5.26,2.87,0.90
28610440.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,9.95,5.68,3.55,0.72
28600291.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,10.79,6.39,3.86,0.54
3803479.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:22 ,82.0,6.17,4.21,1.24,0.72
28610730.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,9.64,5.75,3.88,-
3700648.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,89.0,2.94,1.47,0.03,1.44
3801962.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,89.0,3.89,3.65,0.24,0.00
21109706.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,8.04,5.40,2.63,0.00
28603394.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,14.85,6.46,3.53,4.86
28600844.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,7.50,5.68,1.45,0.36
3703308.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,3.20,0.63,2.57,0.00
28610497.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,9.69,3.30,5.13,1.26
28600211.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,11.31,6.25,3.80,1.26
21115204.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,89.0,8.41,5.68,1.82,0.90
28002307.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,89.0,7.31,5.12,1.47,0.72
3677063.0,Finished,7 janvier 2022  2:03 ,7 janvier 2022  3:31 ,88.0,2.45,0.98,0.93,0.54
21112734.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,13.72,6.32,5.60,1.80
28600665.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,10.40,6.32,3.54,0.54
28607480.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,89.0,10.71,6.25,3.38,1.08
28507548.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,6.83,2.74,2.29,1.80
3803162.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,6.01,3.65,0.20,2.16
28602627.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,89.0,6.47,4.21,1.18,1.08
21114737.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,5.54,2.53,2.83,0.18
3802503.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:29 ,89.0,6.97,4.21,1.32,1.44
28720090.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,8.93,6.46,2.11,0.36
3407463.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,9.88,6.46,2.16,1.26
3677161.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  2:15 ,15.0,10.00,6.18,2.92,0.90
3677161.0,Finished,7 janvier 2022  3:57 ,7 janvier 2022  5:25 ,87.0,11.01,6.53,3.77,0.72
28603418.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,10.10,6.18,3.21,0.72
28607538.0,Finished,7 janvier 2022  2:02 ,7 janvier 2022  3:31 ,88.0,8.64,5.47,2.62,0.54
3810013.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,12.34,6.39,5.05,0.90
28610199.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,89.0,14.09,5.89,5.78,2.52
3407716.0,Finished,7 janvier 2022  2:03 ,7 janvier 2022  3:31 ,87.0,8.42,5.54,1.07,1.80
28604190.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,9.97,5.96,2.56,1.44
3674474.0,Finished,7 janvier 2022  2:01 ,7 janvier 2022  3:31 ,90.0,2.99,0.91,2.08,-
21113747.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,12.36,6.39,5.98,-
3800028.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,89.0,8.94,5.12,2.74,1.08
28607117.0,Finished,7 janvier 2022  2:14 ,7 janvier 2022  3:32 ,77.0,3.10,1.05,1.15,0.90
28619891.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,6.86,4.28,1.86,0.72
3802466.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,7.95,5.54,2.41,-
28600653.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,89.0,10.17,5.61,2.94,1.62
28610514.0,Finished,7 janvier 2022  2:00 ,7 janvier 2022  3:30 ,90.0,6.90,4.63,0.10,2.16
