State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /6.43,Q. 2 /7.14,Q. 3 /6.43
Finished,24 octobre 2021  5:34 ,24 octobre 2021  6:03 ,29.15,13.21,4.29,3.21,5.71
Finished,24 octobre 2021  3:53 ,24 octobre 2021  5:53 ,120.0,14.29,4.29,4.64,5.36
Finished,24 octobre 2021  8:17 ,24 octobre 2021  10:17 ,120.0,16.07,5.36,4.29,6.43
Finished,25 octobre 2021  10:06 ,25 octobre 2021  10:28 ,22.3,15.36,6.43,4.29,4.64
Finished,24 octobre 2021  2:59 ,24 octobre 2021  3:41 ,42.1,15.36,5.71,3.21,6.43
Finished,24 octobre 2021  10:35 ,24 octobre 2021  11:25 ,49.98,17.14,5.36,6.43,5.36
Finished,25 octobre 2021  2:37 ,25 octobre 2021  2:53 ,16.13,19.29,6.07,7.14,6.07
Finished,24 octobre 2021  11:15 ,24 octobre 2021  11:43 ,27.92,17.86,5.00,7.14,5.71
Finished,24 octobre 2021  5:23 ,24 octobre 2021  6:04 ,40.98,15.00,5.00,4.29,5.71
Finished,24 octobre 2021  9:53 ,24 octobre 2021  10:29 ,35.48,14.29,4.29,3.57,6.43
Finished,24 octobre 2021  10:08 ,24 octobre 2021  11:30 ,81.0,15.00,6.43,3.57,5.00
Finished,25 octobre 2021  2:57 ,25 octobre 2021  5:39 ,161.0,13.93,5.36,2.86,5.71
Finished,25 octobre 2021  2:32 ,25 octobre 2021  3:06 ,34.48,20.00,6.43,7.14,6.43
Finished,24 octobre 2021  11:13 ,24 octobre 2021  11:54 ,40.38,18.93,5.36,7.14,6.43
Finished,25 octobre 2021  2:03 ,25 octobre 2021  2:38 ,34.45,16.43,6.07,3.93,6.43
Finished,19 octobre 2021  6:04 ,19 octobre 2021  6:27 ,22.67,15.36,5.36,3.57,6.43
Finished,24 octobre 2021  3:48 ,24 octobre 2021  5:16 ,88.0,16.79,3.93,6.43,6.43
Finished,25 octobre 2021  2:57 ,25 octobre 2021  3:44 ,46.65,11.79,3.21,4.29,4.29
Finished,24 octobre 2021  11:18 ,24 octobre 2021  11:40 ,21.82,13.57,5.00,2.14,6.43
Finished,24 octobre 2021  11:05 ,24 octobre 2021  11:54 ,48.4,16.07,5.36,4.29,6.43
Finished,23 octobre 2021  3:08 ,23 octobre 2021  4:38 ,89.0,14.64,5.00,3.21,6.43
Finished,24 octobre 2021  10:59 ,25 octobre 2021  12:59 ,120.0,17.50,5.00,6.79,5.71
Finished,25 octobre 2021  1:17 ,25 octobre 2021  1:49 ,32.07,20.00,6.43,7.14,6.43
Finished,24 octobre 2021  11:03 ,25 octobre 2021  12:05 ,61.0,19.64,6.43,6.79,6.43
Finished,24 octobre 2021  7:52 ,24 octobre 2021  9:39 ,107.0,10.71,4.29,2.50,3.93
Finished,23 octobre 2021  9:38 ,23 octobre 2021  10:32 ,54.17,20.00,6.43,7.14,6.43
Finished,25 octobre 2021  8:58 ,25 octobre 2021  9:24 ,26.4,13.21,4.29,3.57,5.36
Finished,24 octobre 2021  12:51 ,24 octobre 2021  1:05 ,14.05,15.36,4.64,4.29,6.43
Finished,24 octobre 2021  7:50 ,24 octobre 2021  9:50 ,120.0,14.29,4.29,4.29,5.71
Finished,25 octobre 2021  2:54 ,25 octobre 2021  3:07 ,13.05,20.00,6.43,7.14,6.43
Finished,24 octobre 2021  7:19 ,24 octobre 2021  8:11 ,52.08,15.00,5.36,3.21,6.43
Finished,25 octobre 2021  9:18 ,25 octobre 2021  9:50 ,32.33,19.64,6.07,7.14,6.43
Finished,24 octobre 2021  11:36 ,25 octobre 2021  12:11 ,34.83,20.00,6.43,7.14,6.43
Finished,23 octobre 2021  2:14 ,23 octobre 2021  3:24 ,69.0,0.71,-,-,0.71
Finished,23 octobre 2021  5:12 ,23 octobre 2021  5:37 ,25.25,20.00,6.43,7.14,6.43
Finished,24 octobre 2021  7:19 ,24 octobre 2021  8:11 ,52.15,16.43,5.36,5.71,5.36
Finished,25 octobre 2021  9:51 ,25 octobre 2021  10:05 ,14.72,11.07,1.07,4.29,5.71
Finished,24 octobre 2021  10:42 ,24 octobre 2021  11:13 ,31.15,12.86,4.64,2.50,5.71
Finished,25 octobre 2021  6:14 ,25 octobre 2021  6:31 ,16.17,18.93,5.71,7.14,6.07
Finished,24 octobre 2021  9:58 ,24 octobre 2021  10:38 ,39.82,13.57,4.29,3.21,6.07
Finished,24 octobre 2021  6:55 ,24 octobre 2021  7:43 ,48.32,16.07,5.36,4.29,6.43
Finished,24 octobre 2021  11:36 ,24 octobre 2021  11:58 ,22.32,20.00,6.43,7.14,6.43
Finished,24 octobre 2021  11:43 ,24 octobre 2021  12:27 ,43.77,13.57,5.36,2.50,5.71
Finished,20 octobre 2021  5:48 ,20 octobre 2021  6:45 ,57.62,19.64,6.07,7.14,6.43
Finished,25 octobre 2021  12:45 ,25 octobre 2021  1:35 ,49.73,15.36,6.43,2.50,6.43
Finished,19 octobre 2021  9:17 ,19 octobre 2021  10:51 ,94.0,17.86,5.71,6.43,5.71
Finished,23 octobre 2021  11:45 ,23 octobre 2021  12:18 ,32.9,14.29,4.29,3.57,6.43
Finished,24 octobre 2021  9:43 ,24 octobre 2021  10:32 ,48.6,19.29,6.43,7.14,5.71
Finished,25 octobre 2021  12:21 ,25 octobre 2021  2:21 ,120.0,2.14,2.14,-,-
Finished,25 octobre 2021  10:13 ,25 octobre 2021  10:22 ,9.2,18.93,5.36,7.14,6.43
Finished,25 octobre 2021  2:29 ,25 octobre 2021  2:51 ,22.03,20.00,6.43,7.14,6.43
Finished,25 octobre 2021  10:00 ,25 octobre 2021  10:16 ,16.12,16.79,6.07,4.29,6.43
Finished,25 octobre 2021  2:50 ,25 octobre 2021  4:25 ,94.0,15.71,5.71,3.57,6.43
Finished,23 octobre 2021  12:39 ,23 octobre 2021  1:06 ,27.18,14.29,5.00,2.86,6.43
Finished,25 octobre 2021  12:12 ,25 octobre 2021  12:30 ,17.92,18.57,5.36,7.14,6.07
Finished,24 octobre 2021  9:55 ,24 octobre 2021  10:28 ,32.65,18.57,6.43,6.43,5.71
Finished,24 octobre 2021  9:28 ,24 octobre 2021  9:51 ,23.9,15.36,6.43,4.29,4.64
Finished,25 octobre 2021  12:12 ,25 octobre 2021  12:40 ,27.8,13.21,4.29,2.50,6.43
Finished,24 octobre 2021  6:46 ,24 octobre 2021  8:18 ,91.0,16.07,5.36,4.29,6.43
Finished,25 octobre 2021  12:05 ,25 octobre 2021  12:21 ,15.95,19.29,6.07,7.14,6.07
Finished,24 octobre 2021  3:02 ,24 octobre 2021  4:45 ,102.0,18.21,5.36,6.43,6.43
Finished,25 octobre 2021  12:35 ,25 octobre 2021  1:38 ,63.0,16.43,5.71,4.29,6.43
Finished,19 octobre 2021  2:43 ,19 octobre 2021  2:48 ,4.72,15.00,4.29,4.29,6.43
Finished,18 octobre 2021  4:59 ,18 octobre 2021  5:22 ,23.77,16.43,6.43,3.57,6.43
Finished,24 octobre 2021  7:16 ,24 octobre 2021  8:16 ,59.73,16.07,5.36,4.29,6.43
Finished,25 octobre 2021  12:40 ,25 octobre 2021  1:45 ,65.0,18.57,6.07,7.14,5.36
Finished,23 octobre 2021  10:55 ,24 octobre 2021  12:16 ,81.0,19.64,6.07,7.14,6.43
Finished,24 octobre 2021  4:21 ,24 octobre 2021  4:34 ,12.73,13.21,4.29,3.21,5.71
Finished,23 octobre 2021  12:49 ,23 octobre 2021  1:42 ,53.1,20.00,6.43,7.14,6.43
Finished,25 octobre 2021  7:56 ,25 octobre 2021  8:16 ,19.83,8.57,3.57,-,5.00
Finished,25 octobre 2021  1:41 ,25 octobre 2021  2:33 ,51.83,20.00,6.43,7.14,6.43
Finished,21 octobre 2021  4:56 ,21 octobre 2021  5:33 ,37.38,18.93,5.36,7.14,6.43
Finished,23 octobre 2021  11:20 ,23 octobre 2021  12:02 ,41.5,17.86,5.71,6.43,5.71
Finished,25 octobre 2021  10:14 ,25 octobre 2021  10:23 ,8.75,19.29,5.71,7.14,6.43
Finished,24 octobre 2021  6:32 ,24 octobre 2021  8:31 ,119.0,15.36,5.36,3.57,6.43
Finished,25 octobre 2021  8:28 ,25 octobre 2021  10:06 ,97.0,19.29,6.43,6.43,6.43
Finished,25 octobre 2021  8:24 ,25 octobre 2021  9:10 ,45.52,16.07,5.36,4.29,6.43
Finished,24 octobre 2021  6:54 ,24 octobre 2021  7:16 ,21.95,13.57,4.29,3.57,5.71
Finished,24 octobre 2021  10:46 ,24 octobre 2021  11:02 ,16.17,18.57,5.36,7.14,6.07
Finished,19 octobre 2021  7:36 ,19 octobre 2021  7:50 ,14.27,15.00,5.36,4.29,5.36
Finished,24 octobre 2021  3:06 ,24 octobre 2021  4:50 ,104.0,16.07,5.36,4.29,6.43
Finished,24 octobre 2021  2:53 ,24 octobre 2021  3:26 ,33.6,15.00,6.43,3.21,5.36
Finished,24 octobre 2021  2:22 ,24 octobre 2021  3:09 ,46.58,18.57,5.00,7.14,6.43
Finished,25 octobre 2021  9:22 ,25 octobre 2021  9:40 ,18.02,17.86,4.29,7.14,6.43
Finished,24 octobre 2021  7:31 ,24 octobre 2021  9:04 ,92.0,18.93,5.36,7.14,6.43
Finished,24 octobre 2021  6:26 ,24 octobre 2021  7:03 ,36.93,19.29,5.71,7.14,6.43
Finished,21 octobre 2021  6:37 ,21 octobre 2021  7:02 ,24.75,16.07,5.36,4.29,6.43
Finished,18 octobre 2021  2:56 ,18 octobre 2021  3:23 ,27.07,20.00,6.43,7.14,6.43
Finished,24 octobre 2021  11:27 ,25 octobre 2021  12:07 ,39.8,19.64,6.07,7.14,6.43
Finished,24 octobre 2021  11:33 ,25 octobre 2021  12:20 ,46.57,15.36,6.43,3.21,5.71
Finished,25 octobre 2021  4:00 ,25 octobre 2021  4:59 ,59.32,13.21,4.29,3.21,5.71
Finished,24 octobre 2021  5:34 ,24 octobre 2021  6:53 ,78.0,16.43,4.29,5.71,6.43
Finished,24 octobre 2021  5:34 ,24 octobre 2021  6:53 ,78.0,16.07,4.29,5.36,6.43
Finished,24 octobre 2021  5:36 ,24 octobre 2021  5:46 ,10.62,16.43,6.43,3.57,6.43
Finished,24 octobre 2021  10:42 ,24 octobre 2021  11:56 ,73.0,15.36,2.14,7.14,6.07
Finished,24 octobre 2021  12:11 ,24 octobre 2021  12:59 ,47.5,17.50,4.64,6.43,6.43
Finished,24 octobre 2021  10:37 ,24 octobre 2021  11:33 ,55.97,16.43,6.43,3.57,6.43
Finished,25 octobre 2021  12:01 ,25 octobre 2021  12:57 ,56.3,20.00,6.43,7.14,6.43
Finished,25 octobre 2021  1:31 ,25 octobre 2021  1:55 ,24.47,20.00,6.43,7.14,6.43
Finished,20 octobre 2021  6:58 ,20 octobre 2021  7:13 ,15.47,12.14,4.29,3.21,4.64
Finished,24 octobre 2021  10:14 ,24 octobre 2021  10:56 ,42.08,17.14,6.43,4.29,6.43
Finished,25 octobre 2021  12:00 ,25 octobre 2021  1:08 ,67.0,20.00,6.43,7.14,6.43
Finished,20 octobre 2021  4:48 ,20 octobre 2021  5:17 ,29.63,13.93,4.29,4.29,5.36
Finished,24 octobre 2021  7:59 ,24 octobre 2021  8:38 ,39.02,14.29,4.29,4.29,5.71
Finished,25 octobre 2021  1:53 ,25 octobre 2021  2:00 ,6.68,18.21,5.36,7.14,5.71
Finished,19 octobre 2021  9:10 ,19 octobre 2021  10:04 ,54.57,15.00,6.07,3.57,5.36
Finished,24 octobre 2021  9:57 ,24 octobre 2021  10:42 ,44.78,13.21,4.29,3.21,5.71
Finished,25 octobre 2021  8:46 ,25 octobre 2021  9:09 ,23.13,14.29,4.29,4.29,5.71
Finished,25 octobre 2021  12:07 ,25 octobre 2021  12:48 ,40.37,16.79,4.29,7.14,5.36
