ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /5.45,Q. 2 /5.45,Q. 3 /9.09
3812573.0,Finished,17 octobre 2021  3:58 ,17 octobre 2021  4:30 ,32.18,20.00,5.45,5.45,9.09
28610484.0,Finished,17 octobre 2021  5:34 ,17 octobre 2021  6:19 ,45.27,18.79,5.45,5.45,7.88
28606227.0,Finished,16 octobre 2021  10:28 ,16 octobre 2021  10:50 ,21.48,18.91,5.45,4.36,9.09
3802791.0,Finished,18 octobre 2021  5:58 ,18 octobre 2021  6:40 ,41.68,13.59,3.90,5.45,4.24
21113025.0,Finished,17 octobre 2021  10:14 ,17 octobre 2021  10:30 ,16.25,19.39,5.45,5.45,8.48
21110432.0,Finished,16 octobre 2021  5:31 ,16 octobre 2021  6:03 ,32.03,18.40,5.06,5.45,7.88
28606489.0,Finished,18 octobre 2021  4:02 ,18 octobre 2021  4:28 ,25.8,18.18,5.45,5.45,7.27
3701350.0,Finished,17 octobre 2021  10:21 ,18 octobre 2021  12:09 ,107.0,20.00,5.45,5.45,9.09
28600748.0,Finished,17 octobre 2021  6:21 ,17 octobre 2021  6:56 ,34.63,20.00,5.45,5.45,9.09
3671406.0,Finished,17 octobre 2021  1:22 ,17 octobre 2021  2:09 ,46.78,13.59,3.90,5.45,4.24
28602178.0,Finished,17 octobre 2021  9:46 ,17 octobre 2021  10:53 ,66.0,18.83,4.29,5.45,9.09
3601270.0,Finished,18 octobre 2021  3:37 ,18 octobre 2021  5:30 ,112.0,20.00,5.45,5.45,9.09
28710546.0,Finished,17 octobre 2021  11:41 ,18 octobre 2021  12:01 ,20.82,15.52,5.45,2.18,7.88
28610319.0,Finished,17 octobre 2021  9:11 ,17 octobre 2021  10:40 ,89.0,20.00,5.45,5.45,9.09
3808688.0,Finished,18 octobre 2021  1:28 ,18 octobre 2021  1:51 ,23.15,18.05,3.51,5.45,9.09
3804270.0,Finished,12 octobre 2021  2:00 ,12 octobre 2021  2:21 ,20.7,8.20,1.17,2.18,4.85
